Year,Exporter,Exporter_Region,Exporter_Alliance,UNSC_Permanent_Member,Importer,Importer_Region,Weapon_Category,Weapon_Subtype,Weapon_Class,Deal_Value_USD_M,Quantity,Deal_Framework,Technology_Transfer,Delivery_Timeline_Months,Importer_GDP_Per_Capita,Importer_Political_Stability,Importer_Democracy_Index,Importer_Conflict_Proximity,Active_Territorial_Dispute,Natural_Resource_Dependence,Importer_Military_Spend_Pct_GDP,Arms_Import_Trend,UN_Embargo,Escalation_Risk
2018,China,East Asia & Pacific,Non-Aligned,Yes,Romania,Europe & Central Asia,Combat Aircraft,Fighter Jet,Offensive,284.9,185,Multilateral Programme,Yes,67,15141,6.7,7.3,Yes,No,Low,2.6,Accelerating,No,High
2010,South Korea,East Asia & Pacific,Non-NATO Ally,No,Ukraine,Europe & Central Asia,Artillery & Ammunition,Self-Propelled Howitzer,Offensive,21.4,37,Direct Commercial Sale,Yes,26,3786,2.2,5.8,Yes,Yes,Low,5.2,Accelerating,No,High
2022,Italy,Europe & Central Asia,NATO,No,Colombia,Latin America & Caribbean,Missiles & Air Defence,Anti-Ship Missile,Offensive,297.8,1,Foreign Military Sales (FMS),Yes,36,6376,4.3,6.3,Yes,No,Medium,2.7,Accelerating,No,High
2022,United States,North America,NATO,Yes,Kenya,Sub-Saharan Africa,Sensors & Electronics,EW Suite,Defensive,25.2,2,Government-to-Government,Yes,16,2027,4.3,4.9,Yes,No,Low,6.0,Stable,No,Medium
2017,Germany,Europe & Central Asia,NATO,No,Poland,Europe & Central Asia,Combat Aircraft,Fighter Jet,Offensive,652.6,171,Government-to-Government,No,50,16991,7.3,7.5,Yes,No,Low,2.7,Accelerating,No,High
2016,France,Europe & Central Asia,NATO,Yes,Philippines,East Asia & Pacific,Missiles & Air Defence,Cruise Missile,Offensive,210.3,7,Bilateral Defence Pact,No,30,3633,4.4,5.6,Yes,Yes,Low,4.7,Stable,No,High
2008,China,East Asia & Pacific,Non-Aligned,Yes,Vietnam,East Asia & Pacific,Naval Vessels,Patrol Boat,Defensive,103.3,3,Bilateral Defence Pact,No,33,3979,6.4,1.7,No,Yes,Low,2.9,Accelerating,No,Medium
2016,United States,North America,NATO,Yes,Kenya,Sub-Saharan Africa,Missiles & Air Defence,MANPADS,Defensive,38.6,157,Direct Commercial Sale,No,37,2188,5.1,5.5,Yes,No,Low,5.9,Accelerating,No,High
2016,France,Europe & Central Asia,NATO,Yes,Peru,Latin America & Caribbean,Armoured Vehicles,APC,Defensive,23.3,15,Foreign Military Sales (FMS),No,8,6803,4.1,6.8,No,No,Medium,1.0,Accelerating,No,Medium
2022,China,East Asia & Pacific,Non-Aligned,Yes,Colombia,Latin America & Caribbean,Armoured Vehicles,Main Battle Tank,Offensive,27.4,165,Bilateral Defence Pact,No,7,7036,4.2,6.5,Yes,No,Medium,5.2,Stable,No,High
2012,Russia,Europe & Central Asia,Non-Aligned,Yes,Ukraine,Europe & Central Asia,Armoured Vehicles,Main Battle Tank,Offensive,27.7,1,Government-to-Government,Yes,29,4102,1.9,6.0,Yes,Yes,Low,6.0,Declining,No,High
2022,United States,North America,NATO,Yes,Vietnam,East Asia & Pacific,Helicopters,Attack Helicopter,Offensive,138.4,1,Multilateral Programme,Yes,16,3337,6.1,2.1,No,Yes,Low,3.0,Stable,No,Medium
2008,France,Europe & Central Asia,NATO,Yes,Kazakhstan,Europe & Central Asia,Naval Vessels,Corvette,Offensive,110.4,5,Government-to-Government,No,41,10293,4.7,2.9,No,No,High,2.9,Stable,No,Medium
2019,Sweden,Europe & Central Asia,NATO,No,Brazil,Latin America & Caribbean,Missiles & Air Defence,Cruise Missile,Offensive,129.9,100,Direct Commercial Sale,No,24,9606,4.3,6.7,No,No,Medium,1.7,Accelerating,No,Low
2013,South Korea,East Asia & Pacific,Non-NATO Ally,No,Singapore,East Asia & Pacific,Armoured Vehicles,IFV,Offensive,57.3,45,Bilateral Defence Pact,No,6,66497,8.8,6.4,No,No,Low,2.9,Stable,No,Low
2016,China,East Asia & Pacific,Non-Aligned,Yes,Pakistan,South Asia,Armoured Vehicles,APC,Defensive,57.9,47,Direct Commercial Sale,No,16,1599,3.0,4.1,Yes,Yes,Low,4.3,Accelerating,No,High
2023,Israel,Middle East & North Africa,Non-NATO Ally,No,Algeria,Middle East & North Africa,Armoured Vehicles,MRAP,Defensive,32.6,12,Foreign Military Sales (FMS),No,27,3647,4.3,3.4,Yes,Yes,High,2.3,Declining,No,High
2011,United States,North America,NATO,Yes,Kenya,Sub-Saharan Africa,Small Arms & Light Weapons,Sniper System,Offensive,10.9,3,Bilateral Defence Pact,No,29,1893,4.3,5.6,Yes,No,Low,4.7,Accelerating,No,High
2023,China,East Asia & Pacific,Non-Aligned,Yes,Vietnam,East Asia & Pacific,Missiles & Air Defence,SAM System,Defensive,362.0,13,Bilateral Defence Pact,No,39,3681,5.7,1.9,No,Yes,Low,0.8,Accelerating,No,High
2017,France,Europe & Central Asia,NATO,Yes,Colombia,Latin America & Caribbean,Combat Aircraft,UAV/Drone,Offensive,649.9,2,Bilateral Defence Pact,No,43,6520,2.9,6.4,Yes,No,Medium,2.4,Stable,No,High
2022,United States,North America,NATO,Yes,UAE,Middle East & North Africa,Missiles & Air Defence,Cruise Missile,Offensive,138.9,35,Government-to-Government,No,33,44948,7.2,2.5,No,No,High,2.2,Stable,No,Medium
2014,Russia,Europe & Central Asia,Non-Aligned,Yes,Ethiopia,Sub-Saharan Africa,Small Arms & Light Weapons,Assault Rifle Batch,Offensive,16.9,4,Government-to-Government,Yes,12,933,3.0,2.6,Yes,Yes,Low,3.2,Stable,No,High
2012,United Kingdom,Europe & Central Asia,NATO,Yes,Philippines,East Asia & Pacific,Combat Aircraft,Trainer/Light Combat,Defensive,661.4,100,Foreign Military Sales (FMS),No,63,3405,4.0,5.4,Yes,Yes,Low,6.2,Stable,No,High
2014,United States,North America,NATO,Yes,Nigeria,Sub-Saharan Africa,Artillery & Ammunition,Mortar System,Offensive,14.2,93,Bilateral Defence Pact,No,19,2427,3.0,4.6,Yes,No,High,5.6,Declining,No,High
2020,Russia,Europe & Central Asia,Non-Aligned,Yes,Vietnam,East Asia & Pacific,Missiles & Air Defence,Anti-Ship Missile,Offensive,88.5,5,Offset Agreement,Yes,20,3840,5.8,2.1,No,Yes,Low,1.3,Declining,No,Medium
2021,Russia,Europe & Central Asia,Non-Aligned,Yes,Norway,Europe & Central Asia,Artillery & Ammunition,Mortar System,Offensive,66.2,45,Government-to-Government,Yes,18,78661,9.0,10.0,No,No,High,1.0,Stable,No,Low
2021,China,East Asia & Pacific,Non-Aligned,Yes,Nigeria,Sub-Saharan Africa,Small Arms & Light Weapons,ATGM,Offensive,14.9,149,Bilateral Defence Pact,No,12,2306,3.4,4.6,Yes,No,High,4.1,Declining,No,Medium
2022,South Korea,East Asia & Pacific,Non-NATO Ally,No,Chile,Latin America & Caribbean,Sensors & Electronics,C4ISR Package,Defensive,56.5,17,Direct Commercial Sale,No,11,15973,6.9,8.5,No,No,Medium,2.4,Accelerating,No,Low
2009,Sweden,Europe & Central Asia,NATO,No,Kenya,Sub-Saharan Africa,Armoured Vehicles,Main Battle Tank,Offensive,116.4,160,Government-to-Government,Yes,7,2202,4.5,5.2,Yes,No,Low,2.4,Stable,No,Medium
2018,Germany,Europe & Central Asia,NATO,No,Singapore,East Asia & Pacific,Missiles & Air Defence,MANPADS,Defensive,295.9,4,Bilateral Defence Pact,No,44,60060,8.6,6.0,No,No,Low,1.4,Declining,No,Low
2019,Turkey,Europe & Central Asia,NATO,No,Thailand,East Asia & Pacific,Naval Vessels,Corvette,Offensive,314.2,5,Offset Agreement,Yes,51,6934,4.4,5.0,No,No,Low,2.3,Stable,No,Medium
2006,United States,North America,NATO,Yes,Peru,Latin America & Caribbean,Artillery & Ammunition,Mortar System,Offensive,3.5,24,Government-to-Government,Yes,21,6514,4.5,6.2,No,No,Medium,0.8,Declining,No,Medium
2012,Germany,Europe & Central Asia,NATO,No,Brazil,Latin America & Caribbean,Naval Vessels,Frigate,Offensive,294.4,21,Direct Commercial Sale,No,26,9616,5.6,7.8,No,No,Medium,1.3,Declining,No,Low
2010,Russia,Europe & Central Asia,Non-Aligned,Yes,Iraq,Middle East & North Africa,Artillery & Ammunition,Guided Munitions,Offensive,47.8,148,Government-to-Government,No,22,5424,2.1,3.5,Yes,Yes,High,3.3,Stable,Yes,High
2016,France,Europe & Central Asia,NATO,Yes,Qatar,Middle East & North Africa,Combat Aircraft,Fighter Jet,Offensive,1143.9,17,Government-to-Government,No,36,61271,6.9,1.5,No,No,High,2.0,Declining,No,Medium
2022,United States,North America,NATO,Yes,Morocco,Middle East & North Africa,Armoured Vehicles,APC,Defensive,17.8,198,Government-to-Government,No,23,3481,6.0,3.8,No,Yes,Medium,1.6,Accelerating,No,Medium
2012,Russia,Europe & Central Asia,Non-Aligned,Yes,Philippines,East Asia & Pacific,Combat Aircraft,Fighter Jet,Offensive,369.5,64,Offset Agreement,Yes,68,3511,4.7,6.7,Yes,Yes,Low,2.2,Stable,No,Medium
2018,Germany,Europe & Central Asia,NATO,No,Bangladesh,South Asia,Combat Aircraft,Fighter Jet,Offensive,788.7,87,Foreign Military Sales (FMS),No,61,2706,4.3,4.2,No,No,Low,1.7,Declining,No,Medium
2012,Russia,Europe & Central Asia,Non-Aligned,Yes,Chile,Latin America & Caribbean,Helicopters,Attack Helicopter,Offensive,138.1,132,Offset Agreement,Yes,33,14582,7.0,7.5,No,No,Medium,0.8,Stable,No,Medium
2016,France,Europe & Central Asia,NATO,Yes,Mexico,Latin America & Caribbean,Helicopters,Naval Helicopter,Defensive,96.6,6,Bilateral Defence Pact,Yes,27,10569,4.1,6.0,Yes,No,Medium,4.9,Declining,No,Medium
2020,Sweden,Europe & Central Asia,NATO,No,Colombia,Latin America & Caribbean,Armoured Vehicles,IFV,Offensive,42.1,7,Bilateral Defence Pact,No,18,6376,4.3,6.1,Yes,No,Medium,4.6,Stable,No,High
2024,United States,North America,NATO,Yes,Egypt,Middle East & North Africa,Combat Aircraft,UAV/Drone,Offensive,572.3,39,Bilateral Defence Pact,No,51,3285,4.2,2.2,Yes,No,Medium,2.1,Stable,No,High
2013,France,Europe & Central Asia,NATO,Yes,Romania,Europe & Central Asia,Artillery & Ammunition,Guided Munitions,Offensive,34.8,3,Offset Agreement,Yes,9,14655,6.1,7.2,Yes,No,Low,5.0,Accelerating,No,High
2024,Italy,Europe & Central Asia,NATO,No,Vietnam,East Asia & Pacific,Naval Vessels,Corvette,Offensive,296.9,41,Foreign Military Sales (FMS),No,44,3559,5.0,2.1,No,Yes,Low,1.9,Stable,No,Medium
2008,Russia,Europe & Central Asia,Non-Aligned,Yes,Saudi Arabia,Middle East & North Africa,Missiles & Air Defence,Cruise Missile,Offensive,178.4,34,Offset Agreement,Yes,45,22256,4.3,1.4,Yes,No,High,4.9,Accelerating,No,High
2020,Germany,Europe & Central Asia,NATO,No,Morocco,Middle East & North Africa,Small Arms & Light Weapons,Sniper System,Offensive,8.3,2,Offset Agreement,Yes,13,3693,5.9,4.5,No,Yes,Medium,1.5,Stable,No,Medium
2012,Germany,Europe & Central Asia,NATO,No,Algeria,Middle East & North Africa,Armoured Vehicles,MRAP,Defensive,58.9,7,Bilateral Defence Pact,No,26,4138,4.1,3.2,Yes,Yes,High,3.6,Accelerating,No,High
2012,Russia,Europe & Central Asia,Non-Aligned,Yes,Australia,East Asia & Pacific,Missiles & Air Defence,Cruise Missile,Offensive,156.5,11,Direct Commercial Sale,No,32,52074,8.8,9.2,No,No,Medium,2.9,Stable,No,Low
2023,United States,North America,NATO,Yes,Peru,Latin America & Caribbean,Missiles & Air Defence,Anti-Ship Missile,Offensive,245.3,9,Offset Agreement,Yes,20,7261,4.8,6.3,No,No,Medium,1.3,Declining,No,Low
2023,Russia,Europe & Central Asia,Non-Aligned,Yes,Morocco,Middle East & North Africa,Naval Vessels,Frigate,Offensive,226.6,5,Offset Agreement,Yes,35,3531,5.4,3.9,No,Yes,Medium,2.1,Accelerating,No,High
2024,Russia,Europe & Central Asia,Non-Aligned,Yes,Australia,East Asia & Pacific,Artillery & Ammunition,Self-Propelled Howitzer,Offensive,46.5,171,Bilateral Defence Pact,No,15,57707,8.3,9.3,No,No,Medium,1.7,Declining,No,Low
2009,Germany,Europe & Central Asia,NATO,No,Qatar,Middle East & North Africa,Helicopters,Transport Helicopter,Defensive,165.4,3,Foreign Military Sales (FMS),No,47,57313,6.8,2.2,No,No,High,1.7,Declining,No,Low
2020,United States,North America,NATO,Yes,Chile,Latin America & Caribbean,Armoured Vehicles,IFV,Offensive,31.0,2,Bilateral Defence Pact,No,16,14621,6.3,8.1,No,No,Medium,1.6,Stable,No,Low
2014,Sweden,Europe & Central Asia,NATO,No,Algeria,Middle East & North Africa,Combat Aircraft,Fighter Jet,Offensive,241.5,90,Government-to-Government,Yes,24,3944,3.7,3.1,Yes,Yes,High,5.2,Stable,No,High
2018,Russia,Europe & Central Asia,Non-Aligned,Yes,Qatar,Middle East & North Africa,Armoured Vehicles,MRAP,Defensive,52.8,95,Multilateral Programme,No,21,60319,5.5,2.1,No,No,High,1.1,Stable,No,Medium
2018,Russia,Europe & Central Asia,Non-Aligned,Yes,Vietnam,East Asia & Pacific,Combat Aircraft,Trainer/Light Combat,Defensive,424.7,38,Government-to-Government,No,60,3533,5.9,2.0,No,Yes,Low,1.5,Accelerating,No,Medium
2008,Russia,Europe & Central Asia,Non-Aligned,Yes,Saudi Arabia,Middle East & North Africa,Combat Aircraft,Multi-Role Aircraft,Offensive,471.3,1,Direct Commercial Sale,No,25,25015,5.0,1.7,Yes,No,High,2.8,Stable,No,High
2023,China,East Asia & Pacific,Non-Aligned,Yes,Angola,Sub-Saharan Africa,Armoured Vehicles,MRAP,Defensive,44.3,48,Government-to-Government,Yes,14,2584,4.4,3.2,No,No,High,2.2,Stable,No,Medium
2020,United Kingdom,Europe & Central Asia,NATO,Yes,Norway,Europe & Central Asia,Helicopters,Attack Helicopter,Offensive,309.4,2,Bilateral Defence Pact,No,18,79436,8.9,8.5,No,No,High,1.4,Stable,No,Low
2021,Sweden,Europe & Central Asia,NATO,No,Philippines,East Asia & Pacific,Armoured Vehicles,IFV,Offensive,34.3,1,Foreign Military Sales (FMS),No,15,3536,4.9,6.0,Yes,Yes,Low,5.8,Stable,No,High
2017,Russia,Europe & Central Asia,Non-Aligned,Yes,Saudi Arabia,Middle East & North Africa,Artillery & Ammunition,MLRS,Offensive,27.9,199,Government-to-Government,No,26,23478,4.8,1.9,Yes,No,High,5.3,Accelerating,No,High
2019,France,Europe & Central Asia,NATO,Yes,Singapore,East Asia & Pacific,Naval Vessels,Patrol Boat,Defensive,183.3,3,Foreign Military Sales (FMS),Yes,56,69476,8.6,6.0,No,No,Low,2.8,Stable,No,Low
2018,Russia,Europe & Central Asia,Non-Aligned,Yes,Saudi Arabia,Middle East & North Africa,Sensors & Electronics,EW Suite,Defensive,53.3,37,Foreign Military Sales (FMS),No,19,23292,4.4,1.6,Yes,No,High,2.5,Accelerating,No,High
2022,United States,North America,NATO,Yes,Qatar,Middle East & North Africa,Armoured Vehicles,Main Battle Tank,Offensive,26.0,62,Bilateral Defence Pact,No,11,59591,5.8,1.6,No,No,High,1.9,Stable,No,Medium
2022,Russia,Europe & Central Asia,Non-Aligned,Yes,Kazakhstan,Europe & Central Asia,Helicopters,Attack Helicopter,Offensive,131.1,143,Bilateral Defence Pact,No,37,9677,5.1,3.4,No,No,High,2.7,Declining,No,Medium
2010,United States,North America,NATO,Yes,Morocco,Middle East & North Africa,Combat Aircraft,Fighter Jet,Offensive,133.1,2,Direct Commercial Sale,No,34,3440,5.2,4.0,No,Yes,Medium,1.1,Accelerating,No,High
2011,China,East Asia & Pacific,Non-Aligned,Yes,Indonesia,East Asia & Pacific,Naval Vessels,Frigate,Offensive,78.2,38,Direct Commercial Sale,Yes,40,4150,5.5,7.0,No,Yes,Medium,2.9,Declining,No,Medium
2012,United States,North America,NATO,Yes,Angola,Sub-Saharan Africa,Armoured Vehicles,Main Battle Tank,Offensive,10.4,31,Government-to-Government,No,29,2632,4.3,3.0,No,No,High,1.4,Accelerating,No,Medium
2013,Russia,Europe & Central Asia,Non-Aligned,Yes,Egypt,Middle East & North Africa,Armoured Vehicles,IFV,Offensive,48.8,3,Multilateral Programme,No,13,3560,3.7,3.1,Yes,No,Medium,2.3,Accelerating,No,High
2023,France,Europe & Central Asia,NATO,Yes,Kenya,Sub-Saharan Africa,Combat Aircraft,Fighter Jet,Offensive,411.8,25,Multilateral Programme,No,49,2029,4.7,5.2,Yes,No,Low,4.3,Accelerating,No,High
2018,France,Europe & Central Asia,NATO,Yes,Mexico,Latin America & Caribbean,Armoured Vehicles,MRAP,Defensive,15.9,48,Bilateral Defence Pact,Yes,8,9737,3.6,6.1,Yes,No,Medium,2.4,Declining,No,Medium
2005,United States,North America,NATO,Yes,UAE,Middle East & North Africa,Armoured Vehicles,Main Battle Tank,Offensive,108.8,1,Bilateral Defence Pact,No,11,45556,7.2,2.1,No,No,High,2.7,Accelerating,No,Medium
2017,Russia,Europe & Central Asia,Non-Aligned,Yes,Norway,Europe & Central Asia,Combat Aircraft,UAV/Drone,Offensive,607.8,49,Bilateral Defence Pact,No,45,81847,8.7,9.5,No,No,High,3.0,Stable,No,Low
2012,United Kingdom,Europe & Central Asia,NATO,Yes,Philippines,East Asia & Pacific,Missiles & Air Defence,Cruise Missile,Offensive,247.2,2,Direct Commercial Sale,No,12,3376,4.8,6.2,Yes,Yes,Low,4.3,Accelerating,No,High
2020,United Kingdom,Europe & Central Asia,NATO,Yes,Brazil,Latin America & Caribbean,Helicopters,Transport Helicopter,Defensive,138.5,63,Multilateral Programme,No,12,9303,4.6,6.7,No,No,Medium,0.9,Stable,No,Low
2011,Israel,Middle East & North Africa,Non-NATO Ally,No,Japan,East Asia & Pacific,Helicopters,Transport Helicopter,Defensive,251.6,9,Direct Commercial Sale,No,27,39725,8.0,8.2,No,Yes,Low,2.9,Stable,No,Low
2024,Israel,Middle East & North Africa,Non-NATO Ally,No,Singapore,East Asia & Pacific,Missiles & Air Defence,Cruise Missile,Offensive,71.9,9,Government-to-Government,No,16,64090,8.8,6.5,No,No,Low,2.5,Declining,No,Low
2012,United States,North America,NATO,Yes,Poland,Europe & Central Asia,Sensors & Electronics,EW Suite,Defensive,23.2,90,Bilateral Defence Pact,No,24,16869,6.2,6.6,Yes,No,Low,6.2,Accelerating,No,Medium
2013,France,Europe & Central Asia,NATO,Yes,Algeria,Middle East & North Africa,Naval Vessels,Corvette,Offensive,427.3,29,Offset Agreement,Yes,59,3839,4.4,3.9,Yes,Yes,High,5.3,Stable,No,High
2007,United States,North America,NATO,Yes,Morocco,Middle East & North Africa,Sensors & Electronics,Radar System,Defensive,26.3,25,Direct Commercial Sale,Yes,23,3367,6.2,3.8,No,Yes,Medium,2.4,Accelerating,No,Medium
2020,China,East Asia & Pacific,Non-Aligned,Yes,Ethiopia,Sub-Saharan Africa,Naval Vessels,Frigate,Offensive,476.2,1,Foreign Military Sales (FMS),No,62,909,3.5,2.7,Yes,Yes,Low,2.0,Stable,No,High
2023,Germany,Europe & Central Asia,NATO,No,South Korea,East Asia & Pacific,Artillery & Ammunition,MLRS,Offensive,100.8,7,Foreign Military Sales (FMS),Yes,24,30289,6.4,8.2,Yes,Yes,Low,5.5,Accelerating,No,High
2013,United States,North America,NATO,Yes,Angola,Sub-Saharan Africa,Naval Vessels,Corvette,Offensive,176.3,36,Multilateral Programme,Yes,35,2469,3.9,3.4,No,No,High,1.8,Declining,No,Medium
2023,Russia,Europe & Central Asia,Non-Aligned,Yes,Thailand,East Asia & Pacific,Naval Vessels,Frigate,Offensive,440.3,26,Direct Commercial Sale,No,26,6864,4.6,5.9,No,No,Low,0.9,Stable,No,Medium
2019,United States,North America,NATO,Yes,Mexico,Latin America & Caribbean,Armoured Vehicles,MRAP,Defensive,81.6,60,Foreign Military Sales (FMS),Yes,28,9087,3.3,5.5,Yes,No,Medium,2.8,Accelerating,No,High
2014,France,Europe & Central Asia,NATO,Yes,India,South Asia,Sensors & Electronics,EW Suite,Defensive,22.3,57,Government-to-Government,No,10,2478,5.3,6.2,Yes,Yes,Low,3.9,Accelerating,No,High
2019,Sweden,Europe & Central Asia,NATO,No,Singapore,East Asia & Pacific,Sensors & Electronics,Radar System,Defensive,94.7,81,Bilateral Defence Pact,No,7,68523,8.4,6.0,No,No,Low,2.8,Accelerating,No,Low
2017,China,East Asia & Pacific,Non-Aligned,Yes,Peru,Latin America & Caribbean,Artillery & Ammunition,MLRS,Offensive,52.1,1,Government-to-Government,No,7,7279,5.2,6.1,No,No,Medium,2.3,Declining,No,Low
2018,France,Europe & Central Asia,NATO,Yes,Morocco,Middle East & North Africa,Armoured Vehicles,IFV,Offensive,51.0,72,Direct Commercial Sale,No,13,3303,5.9,4.0,No,Yes,Medium,2.9,Stable,No,Medium
2017,United Kingdom,Europe & Central Asia,NATO,Yes,Bangladesh,South Asia,Artillery & Ammunition,Self-Propelled Howitzer,Offensive,57.5,1,Bilateral Defence Pact,No,20,2544,5.1,4.7,No,No,Low,2.9,Stable,No,Medium
2024,Spain,Europe & Central Asia,NATO,No,Egypt,Middle East & North Africa,Naval Vessels,Submarine,Offensive,167.3,10,Bilateral Defence Pact,No,27,3395,3.5,2.8,Yes,No,Medium,3.6,Accelerating,No,High
2023,Russia,Europe & Central Asia,Non-Aligned,Yes,South Korea,East Asia & Pacific,Missiles & Air Defence,Anti-Ship Missile,Offensive,250.9,12,Offset Agreement,Yes,28,33949,6.8,8.3,Yes,Yes,Low,4.6,Stable,No,Medium
2011,South Korea,East Asia & Pacific,Non-NATO Ally,No,Singapore,East Asia & Pacific,Missiles & Air Defence,Cruise Missile,Offensive,54.5,197,Bilateral Defence Pact,Yes,34,74026,8.6,5.8,No,No,Low,2.9,Stable,No,Low
2008,Russia,Europe & Central Asia,Non-Aligned,Yes,Indonesia,East Asia & Pacific,Artillery & Ammunition,Mortar System,Offensive,31.8,110,Government-to-Government,Yes,22,4547,5.7,7.5,No,Yes,Medium,2.3,Accelerating,No,Medium
2010,China,East Asia & Pacific,Non-Aligned,Yes,Egypt,Middle East & North Africa,Helicopters,Naval Helicopter,Defensive,109.6,13,Foreign Military Sales (FMS),No,27,3602,3.6,2.0,Yes,No,Medium,5.3,Stable,No,High
2010,Russia,Europe & Central Asia,Non-Aligned,Yes,Algeria,Middle East & North Africa,Naval Vessels,Patrol Boat,Defensive,371.2,59,Offset Agreement,Yes,31,3830,5.0,3.7,Yes,Yes,High,2.8,Stable,No,High
2019,France,Europe & Central Asia,NATO,Yes,Singapore,East Asia & Pacific,Combat Aircraft,Multi-Role Aircraft,Offensive,858.2,6,Bilateral Defence Pact,No,71,64835,9.0,6.3,No,No,Low,1.7,Declining,No,Low
2008,Israel,Middle East & North Africa,Non-NATO Ally,No,Mexico,Latin America & Caribbean,Sensors & Electronics,C4ISR Package,Defensive,18.5,3,Bilateral Defence Pact,No,20,10470,3.0,5.6,Yes,No,Medium,6.4,Accelerating,No,High
2012,United States,North America,NATO,Yes,Colombia,Latin America & Caribbean,Combat Aircraft,UAV/Drone,Offensive,221.5,12,Offset Agreement,Yes,50,6950,3.8,7.0,Yes,No,Medium,2.1,Accelerating,No,High
2015,United States,North America,NATO,Yes,Romania,Europe & Central Asia,Combat Aircraft,Trainer/Light Combat,Defensive,457.1,70,Direct Commercial Sale,No,65,15725,6.6,7.4,Yes,No,Low,5.0,Accelerating,No,Medium
2012,Russia,Europe & Central Asia,Non-Aligned,Yes,Australia,East Asia & Pacific,Artillery & Ammunition,Mortar System,Offensive,11.9,2,Direct Commercial Sale,No,22,55542,8.6,9.2,No,No,Medium,2.4,Declining,No,Low
2023,United States,North America,NATO,Yes,Norway,Europe & Central Asia,Combat Aircraft,Multi-Role Aircraft,Offensive,1026.4,13,Offset Agreement,Yes,49,79819,8.8,9.3,No,No,High,2.4,Declining,No,Low
2022,Russia,Europe & Central Asia,Non-Aligned,Yes,Angola,Sub-Saharan Africa,Missiles & Air Defence,Anti-Ship Missile,Offensive,78.1,1,Government-to-Government,No,14,2584,4.0,3.0,No,No,High,2.5,Stable,No,Medium
2022,Germany,Europe & Central Asia,NATO,No,Ukraine,Europe & Central Asia,Armoured Vehicles,APC,Defensive,56.4,51,Direct Commercial Sale,Yes,10,3984,3.0,5.2,Yes,Yes,Low,5.2,Accelerating,No,High
